br_class,mode,case_id,z1,z2,z3,rdx,rdy,rdz,cgx,cgy,cgz,devx,devy,devz,placed,unplaced,elapsed,timestamp_utc,run_id
BR0,six_way,33,0.871379,0.0,6.051724,1.5222,7.5329,4.4514,290.0172,107.7241,105.1034,4.4828,8.7759,4.8966,870,125,8.358319,2025-12-25T17:27:34.345556Z,20251225_172734.345556_seed0_six_way
BR0,six_way,34,0.874759,0.0,5.459854,1.1823,9.3168,1.858,291.0182,105.646,107.9562,3.4818,10.854,2.0438,411,57,1.328437,2025-12-25T17:27:35.682277Z,20251225_172735.682277_seed0_six_way
BR0,six_way,35,0.938559,0.0,4.850782,4.0091,0.9637,1.4752,282.6931,115.3773,108.3773,11.8069,1.1227,1.6227,277,17,0.573898,2025-12-25T17:27:36.261864Z,20251225_172736.261864_seed0_six_way
BR0,six_way,36,0.867498,0.0,6.981481,2.5467,5.7701,6.1111,287.0,109.7778,103.2778,7.5,6.7222,6.7222,630,93,4.279411,2025-12-25T17:27:40.546639Z,20251225_172740.546639_seed0_six_way
BR0,six_way,37,0.938318,0.0,2.5,0.1698,6.0086,0.0,294.0,109.5,110.0,0.5,7.0,0.0,90,5,0.021476,2025-12-25T17:27:40.574184Z,20251225_172740.574184_seed0_six_way
BR0,six_way,38,0.712344,0.0,13.575758,2.9171,18.533,9.5868,285.9091,94.9091,99.4545,8.5909,21.5909,10.5455,44,17,0.008455,2025-12-25T17:27:40.586183Z,20251225_172740.586183_seed0_six_way
BR0,six_way,39,0.757699,0.0,12.22549,3.5554,5.024,18.5027,284.0294,110.6471,89.6471,10.4706,5.8529,20.3529,102,32,0.061951,2025-12-25T17:27:40.650164Z,20251225_172740.650164_seed0_six_way
BR0,six_way,40,0.833296,0.0,6.693548,0.5532,1.0245,15.6891,292.871,115.3065,92.7419,1.629,1.1935,17.2581,62,12,0.021297,2025-12-25T17:27:40.673763Z,20251225_172740.673763_seed0_six_way
BR0,six_way,41,0.785582,0.0,14.5,7.4703,6.867,12.2727,272.5,108.5,96.5,22.0,8.0,13.5,40,10,0.008324,2025-12-25T17:27:40.693023Z,20251225_172740.693023_seed0_six_way
BR0,six_way,42,0.838231,0.0,8.711111,3.09,4.5494,10.6667,285.4,111.2,98.2667,9.1,5.3,11.7333,90,17,0.042161,2025-12-25T17:27:40.737053Z,20251225_172740.737053_seed0_six_way
BR0,six_way,43,0.863886,0.0,8.416667,2.5467,6.5451,9.2045,287.0,108.875,99.875,7.5,7.625,10.125,56,8,0.017592,2025-12-25T17:27:40.757603Z,20251225_172740.757603_seed0_six_way
BR0,six_way,44,0.853807,0.0,7.62963,3.2258,2.9566,9.0404,285.0,113.0556,100.0556,9.5,3.4444,9.9444,135,22,0.09285,2025-12-25T17:27:40.852962Z,20251225_172740.852962_seed0_six_way
BR0,six_way,45,0.896544,0.0,6.333333,3.7351,5.5794,1.3636,283.5,110.0,108.5,11.0,6.5,1.5,252,28,0.393052,2025-12-25T17:27:41.249310Z,20251225_172741.249310_seed0_six_way
BR0,six_way,46,0.939706,0.0,5.063291,3.7588,1.5809,2.0713,283.4304,114.6582,107.7215,11.0696,1.8418,2.2785,158,9,0.126419,2025-12-25T17:27:41.379243Z,20251225_172741.379243_seed0_six_way
BR0,six_way,47,0.833219,0.0,11.255319,5.1981,9.8712,6.325,279.1915,105.0,103.0426,15.3085,11.5,6.9574,94,18,0.043713,2025-12-25T17:27:41.426260Z,20251225_172741.426260_seed0_six_way
BR0,six_way,48,0.73079,0.0,11.018868,0.5574,14.8271,12.8559,292.8585,99.2264,95.8585,1.6415,17.2736,14.1415,159,57,0.186792,2025-12-25T17:27:41.616304Z,20251225_172741.616304_seed0_six_way
BR0,six_way,49,0.703113,0.0,16.666667,7.3005,7.2961,18.1818,273.0,108.0,90.0,21.5,8.5,20.0,96,40,0.05639,2025-12-25T17:27:41.675485Z,20251225_172741.675485_seed0_six_way
BR0,six_way,50,0.854686,0.0,6.845238,2.1647,0.5518,12.289,288.125,115.8571,96.4821,6.375,0.6429,13.5179,336,55,0.96375,2025-12-25T17:27:42.643082Z,20251225_172742.643082_seed0_six_way
BR0,six_way,51,0.891468,0.0,8.429379,5.4876,4.1973,3.8521,278.339,111.6102,105.7627,16.161,4.8898,4.2373,177,20,0.199204,2025-12-25T17:27:42.850885Z,20251225_172742.850885_seed0_six_way
BR0,six_way,52,0.894215,0.0,5.5,2.2071,7.2961,1.3636,288.0,108.0,108.5,6.5,8.5,1.5,126,14,0.071053,2025-12-25T17:27:42.924978Z,20251225_172742.924978_seed0_six_way
BR0,six_way,53,0.91879,0.0,4.544944,1.7398,5.2997,2.1246,289.3764,110.3258,107.6629,5.1236,6.1742,2.3371,356,30,0.91753,2025-12-25T17:27:43.845926Z,20251225_172743.845926_seed0_six_way
BR0,six_way,54,0.90259,0.0,4.869318,1.3119,3.4457,6.1183,290.6364,112.4858,103.2699,3.8636,4.0142,6.7301,176,18,0.17506,2025-12-25T17:27:44.025912Z,20251225_172744.025912_seed0_six_way
BR0,six_way,55,0.80201,0.0,9.782609,2.1776,8.565,11.7787,288.087,106.5217,97.0435,6.413,9.9783,12.9565,92,22,0.043078,2025-12-25T17:27:44.071922Z,20251225_172744.071922_seed0_six_way
BR0,six_way,56,0.806145,0.0,8.486254,1.2007,11.8446,7.3852,290.9639,102.701,101.8763,3.5361,13.799,8.1237,194,45,0.238852,2025-12-25T17:27:44.314642Z,20251225_172744.314642_seed0_six_way
BR0,six_way,57,0.83851,0.0,7.77451,1.7677,6.7155,9.3583,289.2941,108.6765,99.7059,5.2059,7.8235,10.2941,102,19,0.051919,2025-12-25T17:27:44.369683Z,20251225_172744.369683_seed0_six_way
BR0,six_way,58,0.699732,0.0,15.388889,3.6848,12.4146,18.9562,283.6481,102.037,89.1481,10.8519,14.463,20.8519,54,22,0.015004,2025-12-25T17:27:44.387235Z,20251225_172744.387235_seed0_six_way
BR0,six_way,59,0.746625,0.0,9.924731,0.0822,9.8989,16.3636,294.2581,104.9677,92.0,0.2419,11.5323,18.0,124,41,0.096563,2025-12-25T17:27:44.486793Z,20251225_172744.486793_seed0_six_way
BR0,six_way,60,0.679676,0.0,17.666667,7.3005,7.2961,20.9091,273.0,108.0,87.0,21.5,8.5,23.0,63,29,0.023079,2025-12-25T17:27:44.512353Z,20251225_172744.512353_seed0_six_way
BR0,six_way,61,0.707024,0.0,16.833333,7.4703,12.4464,12.7273,272.5,102.0,96.0,22.0,14.5,14.0,45,18,0.011009,2025-12-25T17:27:44.526865Z,20251225_172744.526865_seed0_six_way
BR0,six_way,62,0.70111,0.0,15.5,4.9236,18.8841,9.0909,280.0,94.5,100.0,14.5,22.0,10.0,96,40,0.054674,2025-12-25T17:27:44.583374Z,20251225_172744.583374_seed0_six_way
BR0,six_way,63,0.767231,0.0,10.5,2.5467,2.1459,19.5455,287.0,114.0,88.5,7.5,2.5,21.5,63,18,0.021802,2025-12-25T17:27:44.608375Z,20251225_172744.608375_seed0_six_way
BR0,six_way,64,0.897134,0.0,6.0,3.2258,7.2961,0.0,285.0,108.0,110.0,9.5,8.5,0.0,220,24,0.138332,2025-12-25T17:27:44.749134Z,20251225_172744.749134_seed0_six_way
BR0,six_way,65,0.89043,0.0,5.964539,2.46,3.4791,5.9961,287.2553,112.4468,103.4043,7.2447,4.0532,6.5957,376,44,1.159052,2025-12-25T17:27:45.912162Z,20251225_172745.912162_seed0_six_way
BR0,six_way,66,0.804988,0.0,10.637457,4.4283,4.1016,12.8116,281.4588,111.7216,95.9072,13.0412,4.7784,14.0928,194,46,0.225227,2025-12-25T17:27:46.142321Z,20251225_172746.142321_seed0_six_way
BR0,six_way,67,0.712326,0.0,16.252874,6.1179,11.9358,15.3056,276.4828,102.5948,93.1638,18.0172,13.9052,16.8362,116,46,0.073007,2025-12-25T17:27:46.219201Z,20251225_172746.219201_seed0_six_way
BR0,six_way,68,0.916021,0.0,4.147766,1.164,5.8626,1.9869,291.0722,109.6701,107.8144,3.4278,6.8299,2.1856,291,25,0.647759,2025-12-25T17:27:46.870721Z,20251225_172746.870721_seed0_six_way
BR0,six_way,69,0.858396,0.0,6.220974,1.7875,0.053,12.1246,289.236,116.4382,96.6629,5.264,0.0618,13.3371,178,28,0.184949,2025-12-25T17:27:47.059924Z,20251225_172747.059924_seed0_six_way
BR0,six_way,70,0.854211,0.0,5.788586,0.2623,3.8627,10.994,293.7276,112.0,97.9066,0.7724,4.5,12.0934,514,85,2.638003,2025-12-25T17:27:49.702064Z,20251225_172749.702064_seed0_six_way
BR0,six_way,71,0.663564,0.0,17.088235,4.7938,17.2936,15.4545,280.3824,96.3529,93.0,14.1176,20.1471,17.0,51,25,0.014073,2025-12-25T17:27:49.721039Z,20251225_172749.721039_seed0_six_way
BR0,six_way,72,0.739456,0.0,12.0,2.2071,18.4549,7.2727,288.0,95.0,102.0,6.5,21.5,8.0,36,12,0.005706,2025-12-25T17:27:49.729151Z,20251225_172749.729151_seed0_six_way
BR0,six_way,73,0.772938,0.0,10.375,2.1965,7.0547,14.9432,288.0312,108.2812,93.5625,6.4688,8.2188,16.4375,96,27,0.046175,2025-12-25T17:27:49.776548Z,20251225_172749.776548_seed0_six_way
BR0,six_way,74,0.807391,0.0,12.935897,4.7538,9.244,12.7622,280.5,105.7308,95.9615,14.0,10.7692,14.0385,52,12,0.012865,2025-12-25T17:27:49.793205Z,20251225_172749.793205_seed0_six_way
BR0,six_way,75,0.845409,0.0,7.95641,1.0448,12.4728,5.6923,297.5769,101.9692,103.7385,3.0769,14.5308,6.2615,130,23,0.087706,2025-12-25T17:27:49.882694Z,20251225_172749.882694_seed0_six_way
BR0,six_way,76,0.854769,0.0,5.912281,0.7015,9.1597,4.5455,292.4342,105.8289,105.0,2.0658,10.6711,5.0,266,44,0.445877,2025-12-25T17:27:50.332517Z,20251225_172750.332517_seed0_six_way
BR0,six_way,77,0.914991,0.0,3.833333,0.8489,6.0086,1.8182,292.0,109.5,108.0,2.5,7.0,2.0,144,12,0.09587,2025-12-25T17:27:50.432007Z,20251225_172750.432007_seed0_six_way
BR0,six_way,78,0.804523,0.0,10.166667,3.7351,12.2556,4.7475,283.5,102.2222,104.7778,11.0,14.2778,5.2222,81,19,0.027235,2025-12-25T17:27:50.462007Z,20251225_172750.462007_seed0_six_way
BR0,six_way,79,0.673981,0.0,15.0,2.2071,17.5966,16.3636,288.0,96.0,92.0,6.5,20.5,18.0,144,68,0.145932,2025-12-25T17:27:50.610679Z,20251225_172750.610679_seed0_six_way
BR0,six_way,80,0.864243,0.0,10.766667,7.3005,4.206,5.3636,273.0,111.6,104.1,21.5,4.9,5.9,105,16,0.063471,2025-12-25T17:27:50.677681Z,20251225_172750.677681_seed0_six_way
BR0,six_way,81,0.72138,0.0,15.333333,6.6214,22.7468,0.0,275.0,90.0,110.0,19.5,26.5,0.0,60,22,0.008903,2025-12-25T17:27:50.689193Z,20251225_172750.689193_seed0_six_way
BR0,six_way,82,0.790537,0.0,8.833333,0.6791,12.4464,9.0909,292.5,102.0,100.0,2.0,14.5,10.0,144,37,0.151293,2025-12-25T17:27:50.843210Z,20251225_172750.843210_seed0_six_way
BR0,six_way,83,0.754188,0.0,10.666667,1.3582,8.5837,16.3636,290.5,106.5,92.0,4.0,10.0,18.0,84,26,0.036586,2025-12-25T17:27:50.883246Z,20251225_172750.883246_seed0_six_way
BR0,six_way,84,0.915824,0.0,5.166667,3.2258,0.8584,4.5455,285.0,115.5,105.0,9.5,1.0,5.0,75,6,0.025326,2025-12-25T17:27:50.911245Z,20251225_172750.911245_seed0_six_way
BR0,six_way,85,0.949015,0.0,2.239583,0.3926,4.7747,0.0,293.3438,110.9375,110.0,1.1562,5.5625,0.0,640,32,1.422451,2025-12-25T17:27:52.336261Z,20251225_172752.336261_seed0_six_way
BR0,six_way,86,0.878641,0.0,5.005051,0.4846,1.1341,11.1515,293.0727,115.1788,97.7333,1.4273,1.3212,12.2667,330,44,0.824457,2025-12-25T17:27:53.168440Z,20251225_172753.168440_seed0_six_way
BR0,six_way,87,0.844253,0.0,9.98,4.7923,1.8884,12.3879,280.3867,114.3,96.3733,14.1133,2.2,13.6267,225,40,0.333841,2025-12-25T17:27:53.507070Z,20251225_172753.507070_seed0_six_way
BR0,six_way,88,0.794909,0.0,12.333333,5.6027,7.7253,10.4545,278.0,107.5,98.5,16.5,9.0,11.5,100,25,0.050468,2025-12-25T17:27:53.560826Z,20251225_172753.560826_seed0_six_way
BR0,six_way,89,0.798963,0.0,9.666667,3.2258,1.2876,16.3636,285.0,115.0,92.0,9.5,1.5,18.0,60,14,0.01685,2025-12-25T17:27:53.580831Z,20251225_172753.580831_seed0_six_way
BR0,six_way,90,0.786155,0.0,10.061404,2.1267,11.3169,9.7608,288.2368,103.3158,99.2632,6.2632,13.1842,10.7368,152,40,0.118977,2025-12-25T17:27:53.701594Z,20251225_172753.701594_seed0_six_way
BR0,six_way,91,0.654311,0.0,14.086022,0.3341,14.4123,22.2581,295.4839,99.7097,85.5161,0.9839,16.7903,24.4839,62,32,0.021033,2025-12-25T17:27:53.726594Z,20251225_172753.726594_seed0_six_way
BR0,six_way,92,0.788448,0.0,10.416667,2.2071,5.2575,16.9318,288.0,110.375,91.375,6.5,6.125,18.625,48,12,0.011421,2025-12-25T17:27:53.739592Z,20251225_172753.739592_seed0_six_way
BR0,six_way,93,0.745298,0.0,10.283186,0.293,10.9993,15.6114,293.6372,103.6858,92.8274,0.8628,12.8142,17.1726,113,38,0.068398,2025-12-25T17:27:53.810630Z,20251225_172753.810630_seed0_six_way
BR0,six_way,94,0.788279,0.0,15.166667,10.8659,6.0086,5.9091,262.5,109.5,103.5,32.0,7.0,6.5,63,16,0.020871,2025-12-25T17:27:53.834630Z,20251225_172753.834630_seed0_six_way
BR0,six_way,95,0.941752,0.0,4.220588,2.7964,3.3136,0.5147,286.2647,112.6397,109.4338,8.2353,3.8603,0.5662,204,11,0.137654,2025-12-25T17:27:53.975195Z,20251225_172753.975195_seed0_six_way
BR0,six_way,96,0.833319,0.0,8.0,2.2071,9.8712,5.4545,288.0,105.0,104.0,6.5,11.5,6.0,360,70,0.903529,2025-12-25T17:27:54.882434Z,20251225_172754.882434_seed0_six_way
BR0,six_way,97,0.776467,0.0,9.818182,1.349,9.2002,13.4215,290.5273,105.7818,95.2364,3.9727,10.7182,14.7636,165,46,0.157279,2025-12-25T17:27:55.043987Z,20251225_172755.043987_seed0_six_way
BR0,six_way,98,0.807144,0.0,8.257576,0.9878,5.8915,13.6364,291.5909,109.6364,95.0,2.9091,6.8636,15.0,110,25,0.06221,2025-12-25T17:27:55.109519Z,20251225_172755.109519_seed0_six_way
BR0,six_way,99,0.940198,0.0,5.166667,4.7538,1.2876,0.0,280.5,115.0,110.0,14.0,1.5,0.0,275,16,0.222308,2025-12-25T17:27:55.334023Z,20251225_172755.334023_seed0_six_way
BR0,six_way,100,0.666366,0.0,18.666667,7.3005,15.8798,14.5455,273.0,98.0,94.0,21.5,18.5,16.0,112,55,0.081898,2025-12-25T17:27:55.420556Z,20251225_172755.420556_seed0_six_way
BR0,C1_respect,1,0.856355,0.0,10.666667,8.3192,2.1459,4.5455,270.0,114.0,105.0,24.5,2.5,5.0,105,17,0.039131,2025-12-25T17:27:55.462924Z,20251225_172755.462924_seed0_C1_respect
BR0,C1_respect,2,0.920206,0.0,3.166667,0.1698,3.4335,4.5455,294.0,112.5,105.0,0.5,4.0,5.0,1080,89,15.652311,2025-12-25T17:28:11.118589Z,20251225_172811.118589_seed0_C1_respect
BR0,C1_respect,3,0.674525,0.0,13.666667,1.1885,30.4721,1.8182,291.0,81.0,108.0,3.5,35.5,2.0,96,45,0.031998,2025-12-25T17:28:11.161562Z,20251225_172811.161562_seed0_C1_respect
BR0,C1_respect,4,0.681769,0.0,15.833333,4.0747,21.03,10.0,282.5,92.0,99.0,12.0,24.5,11.0,60,27,0.011129,2025-12-25T17:28:11.175583Z,20251225_172811.175583_seed0_C1_respect
BR0,C1_respect,5,0.797977,0.0,10.217949,2.7556,8.6167,11.3636,286.3846,106.4615,97.5,8.1154,10.0385,12.5,130,32,0.088506,2025-12-25T17:28:11.266892Z,20251225_172811.266892_seed0_C1_respect
BR0,C1_respect,6,0.710625,0.0,14.287879,4.0284,8.5057,19.1736,282.6364,106.5909,88.9091,11.8636,9.9091,21.0909,66,26,0.027022,2025-12-25T17:28:11.296379Z,20251225_172811.296379_seed0_C1_respect
BR0,C1_respect,7,0.692848,0.0,21.984848,11.3598,17.4405,11.0744,261.0455,96.1818,97.8182,33.4545,20.3182,12.1818,44,19,0.00764,2025-12-25T17:28:11.306885Z,20251225_172811.306885_seed0_C1_respect
BR0,C1_respect,8,0.763753,0.0,9.709677,1.287,0.7199,22.2727,290.7097,115.6613,85.5,3.7903,0.8387,24.5,93,28,0.054619,2025-12-25T17:28:11.363933Z,20251225_172811.363933_seed0_C1_respect
BR0,C1_respect,9,0.709873,0.0,17.166667,8.3192,9.8712,14.0909,270.0,105.0,94.5,24.5,11.5,15.5,54,21,0.015519,2025-12-25T17:28:11.381933Z,20251225_172811.381933_seed0_C1_respect
BR0,C1_respect,10,0.774159,0.0,13.833333,7.6401,15.0215,1.3636,272.0,99.0,108.5,22.5,17.5,1.5,168,48,0.134894,2025-12-25T17:28:11.519870Z,20251225_172811.519870_seed0_C1_respect
BR0,C1_respect,11,0.678173,0.0,13.083333,0.2759,17.1137,16.8182,295.3125,96.5625,91.5,0.8125,19.9375,18.5,72,33,0.031108,2025-12-25T17:28:11.554383Z,20251225_172811.554383_seed0_C1_respect
BR0,C1_respect,12,0.717405,0.0,12.953333,3.7012,5.2532,19.8545,283.6,110.38,88.16,10.9,6.12,21.84,50,19,0.015921,2025-12-25T17:28:11.573390Z,20251225_172811.573390_seed0_C1_respect
BR0,C1_respect,13,0.818438,0.0,9.0,2.8862,7.2961,9.0909,286.0,108.0,100.0,8.5,8.5,10.0,528,114,2.541574,2025-12-25T17:28:14.117542Z,20251225_172814.117542_seed0_C1_respect
BR0,C1_respect,14,0.898158,0.0,6.699005,3.2689,5.9381,3.2293,284.8731,109.5821,106.4478,9.6269,6.9179,3.5522,268,29,0.482558,2025-12-25T17:28:14.606189Z,20251225_172814.606189_seed0_C1_respect
BR0,C1_respect,15,0.781859,0.0,9.775862,1.3407,6.7634,15.9091,290.5517,108.6207,92.5,3.9483,7.8793,17.5,145,39,0.122954,2025-12-25T17:28:14.733668Z,20251225_172814.733668_seed0_C1_respect
BR0,C1_respect,16,0.722075,0.0,14.666667,5.0934,14.1631,11.3636,279.5,100.0,97.5,15.0,16.5,12.5,325,123,0.972687,2025-12-25T17:28:15.710209Z,20251225_172815.710209_seed0_C1_respect
BR0,C1_respect,17,0.916117,0.0,4.833333,2.2071,1.7167,5.4545,288.0,114.5,104.0,6.5,2.0,6.0,224,19,0.331924,2025-12-25T17:28:16.047142Z,20251225_172816.047142_seed0_C1_respect
BR0,C1_respect,18,0.875274,0.0,6.80303,2.8399,6.0476,4.5455,286.1364,109.4545,105.0,8.3636,7.0455,5.0,154,21,0.111649,2025-12-25T17:28:16.162277Z,20251225_172816.162277_seed0_C1_respect
BR0,C1_respect,19,0.892842,0.0,5.875,2.1116,4.6406,5.4545,288.2812,111.0938,104.0,6.2188,5.4062,6.0,384,44,1.048711,2025-12-25T17:28:17.214325Z,20251225_172817.214325_seed0_C1_respect
BR0,C1_respect,20,0.88167,0.0,5.166667,1.1885,0.8584,10.0,291.0,115.5,99.0,3.5,1.0,11.0,54,7,0.014666,2025-12-25T17:28:17.233325Z,20251225_172817.233325_seed0_C1_respect
BR0,C1_respect,21,0.725219,0.0,15.833333,7.4703,20.1717,1.8182,272.5,93.0,108.0,22.0,23.5,2.0,30,11,0.004662,2025-12-25T17:28:17.241325Z,20251225_172817.241325_seed0_C1_respect
BR0,C1_respect,22,0.75876,0.0,12.727273,2.8965,14.2931,11.8182,285.9697,99.8485,97.0,8.5303,16.6515,13.0,66,20,0.028255,2025-12-25T17:28:17.272338Z,20251225_172817.272338_seed0_C1_respect
BR0,C1_respect,23,0.653084,0.0,14.166667,0.1698,30.4721,5.9091,294.0,81.0,103.5,0.5,35.5,6.5,126,66,0.058013,2025-12-25T17:28:17.332130Z,20251225_172817.332130_seed0_C1_respect
BR0,C1_respect,24,0.607814,0.0,19.0,4.0747,31.3305,7.7273,282.5,80.0,101.5,12.0,36.5,8.5,70,44,0.015884,2025-12-25T17:28:17.351125Z,20251225_172817.351125_seed0_C1_respect
