br_class,mode,case_id,z1,z2,z3,rdx,rdy,rdz,cgx,cgy,cgz,devx,devy,devz,placed,unplaced,elapsed,timestamp_utc,run_id
BR0,six_way,79,0.673981,0.0,15.0,2.2071,17.5966,16.3636,288.0,96.0,92.0,6.5,20.5,18.0,144,68,0.301122,2025-12-26T14:14:36.635578Z,20251226_141436.635578_seed0_six_way
BR0,six_way,80,0.856012,0.0,10.615385,7.3038,3.6935,5.4851,272.9904,112.1971,103.9663,21.5096,4.3029,6.0337,104,17,0.140538,2025-12-26T14:14:36.787822Z,20251226_141436.787822_seed0_six_way
BR0,six_way,81,0.72138,0.0,15.305556,6.5648,22.8183,0.0,275.1667,89.9167,110.0,19.3333,26.5833,0.0,60,22,0.033504,2025-12-26T14:14:36.833723Z,20251226_141436.833723_seed0_six_way
BR0,six_way,82,0.774067,0.0,10.765957,2.525,11.9898,9.9033,287.0638,102.5319,99.1064,7.4362,13.9681,10.8936,141,40,0.281019,2025-12-26T14:14:37.145301Z,20251226_141437.145301_seed0_six_way
BR0,six_way,83,0.736231,0.0,11.227642,1.5114,8.5209,17.5499,290.0488,106.5732,90.6951,4.4512,9.9268,19.3049,82,28,0.079374,2025-12-26T14:14:37.238031Z,20251226_141437.238031_seed0_six_way
BR0,six_way,84,0.818137,0.0,8.047264,3.2055,5.7011,7.327,285.0597,109.8582,101.9403,9.4403,6.6418,8.0597,67,14,0.048097,2025-12-26T14:14:37.297154Z,20251226_141437.297154_seed0_six_way
BR0,six_way,85,0.888219,0.0,1.876461,0.5541,2.545,0.9387,296.1319,113.5351,108.9674,1.6319,2.9649,1.0326,599,73,5.189199,2025-12-26T14:14:42.497194Z,20251226_141442.497194_seed0_six_way
BR0,six_way,86,0.849353,0.0,7.501567,2.9709,0.9458,11.5033,285.7508,115.3981,97.3464,8.7492,1.1019,12.6536,319,55,2.203301,2025-12-26T14:14:44.737718Z,20251226_141444.737718_seed0_six_way
BR0,six_way,87,0.825492,0.0,10.348485,5.896,0.8369,11.5517,277.1364,115.525,97.2932,17.3636,0.975,12.7068,220,45,0.805019,2025-12-26T14:14:45.576390Z,20251226_141445.576390_seed0_six_way
BR0,six_way,88,0.802858,0.0,11.356436,4.6546,8.129,9.901,280.7921,107.0297,99.1089,13.7079,9.4703,10.8911,101,24,0.124289,2025-12-26T14:14:45.713831Z,20251226_141445.713831_seed0_six_way
BR0,six_way,89,0.798963,0.0,9.633333,3.2513,1.2876,16.2045,284.925,115.0,92.175,9.575,1.5,17.825,60,14,0.038983,2025-12-26T14:14:45.764128Z,20251226_141445.764128_seed0_six_way
BR0,six_way,90,0.770639,0.0,9.798658,1.6021,11.2884,10.479,289.7819,103.349,98.4732,4.7181,13.151,11.5268,149,43,0.268043,2025-12-26T14:14:46.063672Z,20251226_141446.063672_seed0_six_way
BR0,six_way,91,0.643758,0.0,15.229508,1.1411,15.5351,22.0268,291.1393,98.4016,85.7705,3.3607,18.0984,24.2295,61,33,0.053013,2025-12-26T14:14:46.128603Z,20251226_141446.128603_seed0_six_way
BR0,six_way,92,0.772022,0.0,11.861702,4.0422,4.511,16.7505,282.5957,111.2447,91.5745,11.9043,5.2553,18.4255,47,13,0.024688,2025-12-26T14:14:46.176692Z,20251226_141446.176692_seed0_six_way
BR0,six_way,93,0.738702,0.0,11.035714,1.1263,10.5265,15.9334,291.183,104.2366,92.4732,3.317,12.2634,17.5268,112,39,0.144676,2025-12-26T14:14:46.333152Z,20251226_141446.333152_seed0_six_way
BR0,six_way,94,0.788279,0.0,15.103175,10.8928,6.0222,5.6494,262.4206,109.4841,103.7857,32.0794,7.0159,6.2143,63,16,0.057652,2025-12-26T14:14:46.423143Z,20251226_141446.423143_seed0_six_way
BR0,six_way,95,0.914054,0.0,4.131313,1.5332,4.1098,2.8099,289.9848,111.7121,106.9091,4.5152,4.7879,3.0909,198,17,0.38671,2025-12-26T14:14:46.822698Z,20251226_141446.822698_seed0_six_way
